   (    586,    585,    553 )
   (    553,    554,    586 )
   (    587,    586,    554 )
   (    554,    555,    587 )
   (    588,    587,    555 )
   (    555,    556,    588 )
   (    589,    588,    556 )
   (    556,    557,    589 )
   (    590,    589,    557 )
   (    557,    558,    590 )
   (    591,    590,    558 )
   (    558,    559,    591 )
   (    592,    591,    559 )
   (    559,    560,    592 )
   (    593,    592,    560 )
   (    560,    561,    593 )
   (    594,    593,    561 )
   (    562,    563,    595 )
   (    596,    595,    563 )
   (    563,    564,    596 )
   (    597,    596,    564 )
   (    564,    565,    597 )
   (    598,    597,    565 )
   (    565,    566,    598 )
   (    599,    598,    566 )
   (    566,    567,    599 )
   (    600,    599,    567 )
   (    567,    568,    600 )
   (    601,    600,    568 )
   (    568,    569,    601 )
   (    602,    601,    569 )
   (    569,    570,    602 )
   (    603,    602,    570 )
   (    570,    571,    603 )
   (    604,    603,    571 )
   (    571,    572,    604 )
   (    605,    604,    572 )
   (    572,    573,    605 )
   (    606,    605,    573 )
   (    573,    574,    606 )
   (    607,    606,    574 )
   (    574,    575,    607 )
   (    608,    607,    575 )
   (    575,    576,    608 )
   (    609,    608,    576 )
   (    576,    577,    609 )
   (    610,    609,    577 )
   (    577,    578,    610 )
   (    611,    610,    578 )
   (    578,    579,    611 )
   (    612,    611,    579 )
   (    579,    580,    612 )
   (    613,    612,    580 )
   (    580,    581,    613 )
   (    614,    613,    581 )
   (    581,    582,    614 )
   (    615,    614,    582 )
   (    582,    583,    615 )
   (    616,    615,    583 )
   (    583,    584,    616 )
   (    617,    616,    584 )
   (    584,    585,    617 )
   (    618,    617,    585 )
   (    585,    586,    618 )
   (    619,    618,    586 )
   (    586,    587,    619 )
   (    620,    619,    587 )
   (    587,    588,    620 )
   (    621,    620,    588 )
   (    588,    589,    621 )
   (    622,    621,    589 )
   (    589,    590,    622 )
   (    623,    622,    590 )
   (    590,    591,    623 )
   (    624,    623,    591 )
   (    591,    592,    624 )
   (    625,    624,    592 )
   (    592,    593,    625 )
   (    626,    625,    593 )
   (    593,    594,    626 )
   (    627,    626,    594 )
   (    595,    596,    628 )
   (    629,    628,    596 )
   (    596,    597,    629 )
   (    630,    629,    597 )
   (    597,    598,    630 )
   (    631,    630,    598 )
   (    598,    599,    631 )
   (    632,    631,    599 )
   (    599,    600,    632 )
   (    633,    632,    600 )
   (    600,    601,    633 )
   (    634,    633,    601 )
   (    601,    602,    634 )
   (    635,    634,    602 )
   (    602,    603,    635 )
   (    636,    635,    603 )
   (    603,    604,    636 )
   (    637,    636,    604 )
   (    604,    605,    637 )
   (    638,    637,    605 )
   (    605,    606,    638 )
   (    639,    638,    606 )
   (    606,    607,    639 )
   (    640,    639,    607 )
   (    607,    608,    640 )
   (    641,    640,    608 )
   (    608,    609,    641 )
   (    642,    641,    609 )
   (    609,    610,    642 )
   (    643,    642,    610 )
   (    610,    611,    643 )
   (    644,    643,    611 )
   (    611,    612,    644 )
   (    645,    644,    612 )
   (    612,    613,    645 )
   (    646,    645,    613 )
   (    613,    614,    646 )
   (    647,    646,    614 )
   (    614,    615,    647 )
   (    648,    647,    615 )
   (    615,    616,    648 )
   (    649,    648,    616 )
   (    616,    617,    649 )
   (    650,    649,    617 )
   (    617,    618,    650 )
   (    651,    650,    618 )
   (    618,    619,    651 )
   (    652,    651,    619 )
   (    619,    620,    652 )
   (    653,    652,    620 )
   (    620,    621,    653 )
   (    654,    653,    621 )
   (    621,    622,    654 )
   (    655,    654,    622 )
   (    622,    623,    655 )
   (    656,    655,    623 )
   (    623,    624,    656 )
   (    657,    656,    624 )
   (    624,    625,    657 )
   (    658,    657,    625 )
   (    625,    626,    658 )
   (    659,    658,    626 )
   (    626,    627,    659 )
   (    660,    659,    627 )
   (    628,    629,    661 )
   (    662,    661,    629 )
   (    629,    630,    662 )
   (    663,    662,    630 )
   (    630,    631,    663 )
   (    664,    663,    631 )
   (    631,    632,    664 )
   (    665,    664,    632 )
   (    632,    633,    665 )
   (    666,    665,    633 )
   (    633,    634,    666 )
   (    667,    666,    634 )
   (    634,    635,    667 )
   (    668,    667,    635 )
   (    635,    636,    668 )
   (    669,    668,    636 )
   (    636,    637,    669 )
   (    670,    669,    637 )
   (    637,    638,    670 )
   (    671,    670,    638 )
   (    638,    639,    671 )
   (    672,    671,    639 )
   (    639,    640,    672 )
   (    673,    672,    640 )
   (    640,    641,    673 )
   (    674,    673,    641 )
   (    641,    642,    674 )
   (    675,    674,    642 )
   (    642,    643,    675 )
   (    676,    675,    643 )
   (    643,    644,    676 )
   (    677,    676,    644 )
   (    644,    645,    677 )
   (    678,    677,    645 )
   (    645,    646,    678 )
   (    679,    678,    646 )
   (    646,    647,    679 )
   (    680,    679,    647 )
   (    647,    648,    680 )
   (    681,    680,    648 )
   (    648,    649,    681 )
   (    682,    681,    649 )
   (    649,    650,    682 )
   (    683,    682,    650 )
   (    650,    651,    683 )
   (    684,    683,    651 )
   (    651,    652,    684 )
   (    685,    684,    652 )
   (    652,    653,    685 )
   (    686,    685,    653 )
   (    653,    654,    686 )
   (    687,    686,    654 )
   (    654,    655,    687 )
   (    688,    687,    655 )
   (    655,    656,    688 )
   (    689,    688,    656 )
   (    656,    657,    689 )
   (    690,    689,    657 )
   (    657,    658,    690 )
   (    691,    690,    658 )
   (    658,    659,    691 )
   (    692,    691,    659 )
   (    659,    660,    692 )
   (    693,    692,    660 )
   (    661,    662,    694 )
   (    695,    694,    662 )
   (    662,    663,    695 )
   (    696,    695,    663 )
   (    663,    664,    696 )
   (    697,    696,    664 )
   (    664,    665,    697 )
   (    698,    697,    665 )
   (    665,    666,    698 )
   (    699,    698,    666 )
   (    666,    667,    699 )
   (    700,    699,    667 )
   (    667,    668,    700 )
   (    701,    700,    668 )
   (    668,    669,    701 )
   (    702,    701,    669 )
   (    669,    670,    702 )
   (    703,    702,    670 )
   (    670,    671,    703 )
   (    704,    703,    671 )
   (    671,    672,    704 )
   (    705,    704,    672 )
   (    672,    673,    705 )
   (    706,    705,    673 )
   (    673,    674,    706 )
   (    707,    706,    674 )
   (    674,    675,    707 )
   (    708,    707,    675 )
   (    675,    676,    708 )
   (    709,    708,    676 )
   (    676,    677,    709 )
   (    710,    709,    677 )
   (    677,    678,    710 )
   (    711,    710,    678 )
   (    678,    679,    711 )
   (    712,    711,    679 )
   (    679,    680,    712 )
   (    713,    712,    680 )
   (    680,    681,    713 )
   (    714,    713,    681 )
   (    681,    682,    714 )
   (    715,    714,    682 )
   (    682,    683,    715 )
   (    716,    715,    683 )
   (    683,    684,    716 )
   (    717,    716,    684 )
   (    684,    685,    717 )
   (    718,    717,    685 )
   (    685,    686,    718 )
   (    719,    718,    686 )
   (    686,    687,    719 )
   (    720,    719,    687 )
   (    687,    688,    720 )
   (    721,    720,    688 )
   (    688,    689,    721 )
   (    722,    721,    689 )
   (    689,    690,    722 )
   (    723,    722,    690 )
   (    690,    691,    723 )
   (    724,    723,    691 )
   (    691,    692,    724 )
   (    725,    724,    692 )
   (    692,    693,    725 )
   (    726,    725,    693 )
   (    694,    695,    727 )
   (    728,    727,    695 )
   (    695,    696,    728 )
   (    729,    728,    696 )
   (    696,    697,    729 )
   (    730,    729,    697 )
   (    697,    698,    730 )
   (    731,    730,    698 )
   (    698,    699,    731 )
   (    732,    731,    699 )
   (    699,    700,    732 )
   (    733,    732,    700 )
   (    700,    701,    733 )
   (    734,    733,    701 )
   (    701,    702,    734 )
   (    735,    734,    702 )
   (    702,    703,    735 )
   (    736,    735,    703 )
   (    703,    704,    736 )
   (    737,    736,    704 )
   (    704,    705,    737 )
   (    738,    737,    705 )
   (    705,    706,    738 )
   (    739,    738,    706 )
   (    706,    707,    739 )
   (    740,    739,    707 )
   (    707,    708,    740 )
   (    741,    740,    708 )
   (    708,    709,    741 )
   (    742,    741,    709 )
   (    709,    710,    742 )
   (    743,    742,    710 )
   (    710,    711,    743 )
   (    744,    743,    711 )
   (    711,    712,    744 )
   (    745,    744,    712 )
   (    712,    713,    745 )
   (    746,    745,    713 )
   (    713,    714,    746 )
   (    747,    746,    714 )
   (    714,    715,    747 )
   (    748,    747,    715 )
   (    715,    716,    748 )
   (    749,    748,    716 )
   (    716,    717,    749 )
   (    750,    749,    717 )
   (    717,    718,    750 )
   (    751,    750,    718 )
   (    718,    719,    751 )
   (    752,    751,    719 )
   (    719,    720,    752 )
   (    753,    752,    720 )
   (    720,    721,    753 )
   (    754,    753,    721 )
   (    721,    722,    754 )
   (    755,    754,    722 )
   (    722,    723,    755 )
   (    756,    755,    723 )
   (    723,    724,    756 )
   (    757,    756,    724 )
   (    724,    725,    757 )
   (    758,    757,    725 )
   (    725,    726,    758 )
   (    759,    758,    726 )
   (    727,    728,    760 )
   (    761,    760,    728 )
   (    728,    729,    761 )
   (    762,    761,    729 )
   (    729,    730,    762 )
   (    763,    762,    730 )
   (    730,    731,    763 )
   (    764,    763,    731 )
   (    731,    732,    764 )
   (    765,    764,    732 )
   (    732,    733,    765 )
   (    766,    765,    733 )
   (    733,    734,    766 )
   (    767,    766,    734 )
   (    734,    735,    767 )
   (    768,    767,    735 )
   (    735,    736,    768 )
   (    769,    768,    736 )
   (    736,    737,    769 )
   (    770,    769,    737 )
   (    737,    738,    770 )
   (    771,    770,    738 )
   (    738,    739,    771 )
   (    772,    771,    739 )
   (    739,    740,    772 )
   (    773,    772,    740 )
   (    740,    741,    773 )
   (    774,    773,    741 )
   (    741,    742,    774 )
   (    775,    774,    742 )
   (    742,    743,    775 )
   (    776,    775,    743 )
   (    743,    744,    776 )
   (    777,    776,    744 )
   (    744,    745,    777 )
   (    778,    777,    745 )
   (    745,    746,    778 )
   (    779,    778,    746 )
   (    746,    747,    779 )
   (    780,    779,    747 )
   (    747,    748,    780 )
   (    781,    780,    748 )
   (    748,    749,    781 )
   (    782,    781,    749 )
   (    749,    750,    782 )
   (    783,    782,    750 )
   (    750,    751,    783 )
   (    784,    783,    751 )
   (    751,    752,    784 )
   (    785,    784,    752 )
   (    752,    753,    785 )
   (    786,    785,    753 )
   (    753,    754,    786 )
   (    787,    786,    754 )
   (    754,    755,    787 )
   (    788,    787,    755 )
   (    755,    756,    788 )
   (    789,    788,    756 )
   (    756,    757,    789 )
   (    790,    789,    757 )
   (    757,    758,    790 )
   (    791,    790,    758 )
   (    758,    759,    791 )
   (    792,    791,    759 )
   (    760,    761,    793 )
   (    794,    793,    761 )
   (    761,    762,    794 )
   (    795,    794,    762 )
   (    762,    763,    795 )
   (    796,    795,    763 )
   (    763,    764,    796 )
   (    797,    796,    764 )
   (    764,    765,    797 )
   (    798,    797,    765 )
   (    765,    766,    798 )
   (    799,    798,    766 )
   (    766,    767,    799 )
   (    800,    799,    767 )
   (    767,    768,    800 )
   (    801,    800,    768 )
   (    768,    769,    801 )
   (    802,    801,    769 )
   (    769,    770,    802 )
   (    803,    802,    770 )
   (    770,    771,    803 )
   (    804,    803,    771 )
   (    771,    772,    804 )
   (    805,    804,    772 )
   (    772,    773,    805 )
   (    806,    805,    773 )
   (    773,    774,    806 )
   (    807,    806,    774 )
   (    774,    775,    807 )
   (    808,    807,    775 )
   (    775,    776,    808 )
   (    809,    808,    776 )
   (    776,    777,    809 )
   (    810,    809,    777 )
   (    777,    778,    810 )
   (    811,    810,    778 )
   (    778,    779,    811 )
   (    812,    811,    779 )
   (    779,    780,    812 )
   (    813,    812,    780 )
   (    780,    781,    813 )
   (    814,    813,    781 )
   (    781,    782,    814 )
   (    815,    814,    782 )
   (    782,    783,    815 )
   (    816,    815,    783 )
   (    783,    784,    816 )
   (    817,    816,    784 )
   (    784,    785,    817 )
   (    818,    817,    785 )
   (    785,    786,    818 )
   (    819,    818,    786 )
   (    786,    787,    819 )
   (    820,    819,    787 )
   (    787,    788,    820 )
   (    821,    820,    788 )
   (    788,    789,    821 )
   (    822,    821,    789 )
   (    789,    790,    822 )
   (    823,    822,    790 )
   (    790,    791,    823 )
   (    824,    823,    791 )
   (    791,    792,    824 )
   (    825,    824,    792 )
   (    793,    794,    826 )
   (    827,    826,    794 )
   (    794,    795,    827 )
   (    828,    827,    795 )
   (    795,    796,    828 )
   (    829,    828,    796 )
   (    796,    797,    829 )
   (    830,    829,    797 )
   (    797,    798,    830 )
   (    831,    830,    798 )
   (    798,    799,    831 )
   (    832,    831,    799 )
   (    799,    800,    832 )
   (    833,    832,    800 )
   (    800,    801,    833 )
   (    834,    833,    801 )
   (    801,    802,    834 )
   (    835,    834,    802 )
   (    802,    803,    835 )
   (    836,    835,    803 )
   (    803,    804,    836 )
   (    837,    836,    804 )
   (    804,    805,    837 )
   (    838,    837,    805 )
   (    805,    806,    838 )
   (    839,    838,    806 )
   (    806,    807,    839 )
   (    840,    839,    807 )
   (    807,    808,    840 )
   (    841,    840,    808 )
   (    808,    809,    841 )
   (    842,    841,    809 )
   (    809,    810,    842 )
   (    843,    842,    810 )
   (    810,    811,    843 )
   (    844,    843,    811 )
   (    811,    812,    844 )
   (    845,    844,    812 )
   (    812,    813,    845 )
   (    846,    845,    813 )
   (    813,    814,    846 )
   (    847,    846,    814 )
   (    814,    815,    847 )
   (    848,    847,    815 )
   (    815,    816,    848 )
   (    849,    848,    816 )
   (    816,    817,    849 )
   (    850,    849,    817 )
   (    817,    818,    850 )
   (    851,    850,    818 )
   (    818,    819,    851 )
   (    852,    851,    819 )
   (    819,    820,    852 )
   (    853,    852,    820 )
   (    820,    821,    853 )
   (    854,    853,    821 )
   (    821,    822,    854 )
   (    855,    854,    822 )
   (    822,    823,    855 )
   (    856,    855,    823 )
   (    823,    824,    856 )
   (    857,    856,    824 )
   (    824,    825,    857 )
   (    858,    857,    825 )
   (    826,    827,    859 )
   (    860,    859,    827 )
   (    827,    828,    860 )
   (    861,    860,    828 )
   (    828,    829,    861 )
   (    862,    861,    829 )
   (    829,    830,    862 )
   (    863,    862,    830 )
   (    830,    831,    863 )
   (    864,    863,    831 )
   (    831,    832,    864 )
   (    865,    864,    832 )
   (    832,    833,    865 )
   (    866,    865,    833 )
   (    833,    834,    866 )
   (    867,    866,    834 )
   (    834,    835,    867 )
   (    868,    867,    835 )
   (    835,    836,    868 )
   (    869,    868,    836 )
   (    836,    837,    869 )
   (    870,    869,    837 )
   (    837,    838,    870 )
   (    871,    870,    838 )
   (    838,    839,    871 )
   (    872,    871,    839 )
   (    839,    840,    872 )
   (    873,    872,    840 )
   (    840,    841,    873 )
   (    874,    873,    841 )
   (    841,    842,    874 )
   (    875,    874,    842 )
   (    842,    843,    875 )
   (    876,    875,    843 )
   (    843,    844,    876 )
   (    877,    876,    844 )
   (    844,    845,    877 )
   (    878,    877,    845 )
   (    845,    846,    878 )
   (    879,    878,    846 )
   (    846,    847,    879 )
   (    880,    879,    847 )
   (    847,    848,    880 )
   (    881,    880,    848 )
   (    848,    849,    881 )
   (    882,    881,    849 )
   (    849,    850,    882 )
   (    883,    882,    850 )
   (    850,    851,    883 )
   (    884,    883,    851 )
   (    851,    852,    884 )
   (    885,    884,    852 )
   (    852,    853,    885 )
   (    886,    885,    853 )
   (    853,    854,    886 )
   (    887,    886,    854 )
   (    854,    855,    887 )
   (    888,    887,    855 )
   (    855,    856,    888 )
   (    889,    888,    856 )
   (    856,    857,    889 )
   (    890,    889,    857 )
   (    857,    858,    890 )
   (    891,    890,    858 )
   (    859,    860,    892 )
   (    893,    892,    860 )
   (    860,    861,    893 )
   (    894,    893,    861 )
   (    861,    862,    894 )
   (    895,    894,    862 )
   (    862,    863,    895 )
   (    896,    895,    863 )
   (    863,    864,    896 )
   (    897,    896,    864 )
   (    864,    865,    897 )
   (    898,    897,    865 )
   (    865,    866,    898 )
   (    899,    898,    866 )
   (    866,    867,    899 )
   (    900,    899,    867 )
   (    867,    868,    900 )
   (    901,    900,    868 )
   (    868,    869,    901 )
   (    902,    901,    869 )
   (    869,    870,    902 )
   (    903,    902,    870 )
   (    870,    871,    903 )
   (    904,    903,    871 )
   (    871,    872,    904 )
   (    905,    904,    872 )
   (    872,    873,    905 )
   (    906,    905,    873 )
   (    873,    874,    906 )
   (    907,    906,    874 )
   (    874,    875,    907 )
   (    908,    907,    875 )
   (    875,    876,    908 )
   (    909,    908,    876 )
   (    876,    877,    909 )
   (    910,    909,    877 )
   (    877,    878,    910 )
   (    911,    910,    878 )
   (    878,    879,    911 )
   (    912,    911,    879 )
   (    879,    880,    912 )
   (    913,    912,    880 )
   (    880,    881,    913 )
   (    914,    913,    881 )
   (    881,    882,    914 )
   (    915,    914,    882 )
   (    882,    883,    915 )
   (    916,    915,    883 )
   (    883,    884,    916 )
   (    917,    916,    884 )
   (    884,    885,    917 )
   (    918,    917,    885 )
   (    885,    886,    918 )
   (    919,    918,    886 )
   (    886,    887,    919 )
   (    920,    919,    887 )
   (    887,    888,    920 )
   (    921,    920,    888 )
   (    888,    889,    921 )
   (    922,    921,    889 )
   (    889,    890,    922 )
   (    923,    922,    890 )
   (    890,    891,    923 )
   (    924,    923,    891 )
   (    892,    893,    925 )
   (    926,    925,    893 )
   (    893,    894,    926 )
   (    927,    926,    894 )
   (    894,    895,    927 )
   (    928,    927,    895 )
   (    895,    896,    928 )
   (    929,    928,    896 )
   (    896,    897,    929 )
   (    930,    929,    897 )
   (    897,    898,    930 )
   (    931,    930,    898 )
   (    898,    899,    931 )
   (    932,    931,    899 )
   (    899,    900,    932 )
   (    933,    932,    900 )
   (    900,    901,    933 )
   (    934,    933,    901 )
   (    901,    902,    934 )
   (    935,    934,    902 )
   (    902,    903,    935 )
   (    936,    935,    903 )
   (    903,    904,    936 )
   (    937,    936,    904 )
   (    904,    905,    937 )
   (    938,    937,    905 )
   (    905,    906,    938 )
   (    939,    938,    906 )
   (    906,    907,    939 )
   (    940,    939,    907 )
   (    907,    908,    940 )
   (    941,    940,    908 )
   (    908,    909,    941 )
   (    942,    941,    909 )
   (    909,    910,    942 )
   (    943,    942,    910 )
   (    910,    911,    943 )
   (    944,    943,    911 )
   (    911,    912,    944 )
   (    945,    944,    912 )
   (    912,    913,    945 )
   (    946,    945,    913 )
   (    913,    914,    946 )
   (    947,    946,    914 )
   (    914,    915,    947 )
   (    948,    947,    915 )
   (    915,    916,    948 )
   (    949,    948,    916 )
   (    916,    917,    949 )
   (    950,    949,    917 )
   (    917,    918,    950 )
   (    951,    950,    918 )
   (    918,    919,    951 )
   (    952,    951,    919 )
   (    919,    920,    952 )
   (    953,    952,    920 )
   (    920,    921,    953 )
   (    954,    953,    921 )
   (    921,    922,    954 )
   (    955,    954,    922 )
   (    922,    923,    955 )
   (    956,    955,    923 )
   (    923,    924,    956 )
   (    957,    956,    924 )
   (    925,    926,    958 )
   (    959,    958,    926 )
   (    926,    927,    959 )
   (    960,    959,    927 )
   (    927,    928,    960 )
   (    961,    960,    928 )
   (    928,    929,    961 )
   (    962,    961,    929 )
   (    929,    930,    962 )
   (    963,    962,    930 )
   (    930,    931,    963 )
   (    964,    963,    931 )
   (    931,    932,    964 )
   (    965,    964,    932 )
   (    932,    933,    965 )
   (    966,    965,    933 )
   (    933,    934,    966 )
   (    967,    966,    934 )
   (    934,    935,    967 )
   (    968,    967,    935 )
   (    935,    936,    968 )
   (    969,    968,    936 )
   (    936,    937,    969 )
   (    970,    969,    937 )
   (    937,    938,    970 )
   (    971,    970,    938 )
   (    938,    939,    971 )
   (    972,    971,    939 )
   (    939,    940,    972 )
   (    973,    972,    940 )
   (    940,    941,    973 )
   (    974,    973,    941 )
   (    941,    942,    974 )
   (    975,    974,    942 )
   (    942,    943,    975 )
   (    976,    975,    943 )
   (    943,    944,    976 )
   (    977,    976,    944 )
   (    944,    945,    977 )
   (    978,    977,    945 )
   (    945,    946,    978 )
   (    979,    978,    946 )
   (    946,    947,    979 )
   (    980,    979,    947 )
   (    947,    948,    980 )
   (    981,    980,    948 )
   (    948,    949,    981 )
   (    982,    981,    949 )
   (    949,    950,    982 )
   (    983,    982,    950 )
   (    950,    951,    983 )
   (    984,    983,    951 )
   (    951,    952,    984 )
   (    985,    984,    952 )
   (    952,    953,    985 )
   (    986,    985,    953 )
   (    953,    954,    986 )
   (    987,    986,    954 )
   (    954,    955,    987 )
   (    988,    987,    955 )
   (    955,    956,    988 )
   (    989,    988,    956 )
   (    956,    957,    989 )
   (    990,    989,    957 )
   (    958,    959,    991 )
   (    992,    991,    959 )
   (    959,    960,    992 )
   (    993,    992,    960 )
   (    960,    961,    993 )
   (    994,    993,    961 )
   (    961,    962,    994 )
   (    995,    994,    962 )
   (    962,    963,    995 )
   (    996,    995,    963 )
   (    963,    964,    996 )
   (    997,    996,    964 )
   (    964,    965,    997 )
   (    998,    997,    965 )
   (    965,    966,    998 )
   (    999,    998,    966 )
   (    966,    967,    999 )
   (   1000,    999,    967 )
   (    967,    968,   1000 )
   (   1001,   1000,    968 )
   (    968,    969,   1001 )
   (   1002,   1001,    969 )
   (    969,    970,   1002 )
   (   1003,   1002,    970 )
   (    970,    971,   1003 )
   (   1004,   1003,    971 )
   (    971,    972,   1004 )
   (   1005,   1004,    972 )
   (    972,    973,   1005 )
   (   1006,   1005,    973 )
   (    973,    974,   1006 )
   (   1007,   1006,    974 )
   (    974,    975,   1007 )
   (   1008,   1007,    975 )
   (    975,    976,   1008 )
   (   1009,   1008,    976 )
   (    976,    977,   1009 )
   (   1010,   1009,    977 )
   (    977,    978,   1010 )
   (   1011,   1010,    978 )
   (    978,    979,   1011 )
   (   1012,   1011,    979 )
   (    979,    980,   1012 )
   (   1013,   1012,    980 )
   (    980,    981,   1013 )
   (   1014,   1013,    981 )
   (    981,    982,   1014 )
   (   1015,   1014,    982 )
   (    982,    983,   1015 )
   (   1016,   1015,    983 )
   (    983,    984,   1016 )
   (   1017,   1016,    984 )
   (    984,    985,   1017 )
   (   1018,   1017,    985 )
   (    985,    986,   1018 )
   (   1019,   1018,    986 )
   (    986,    987,   1019 )
   (   1020,   1019,    987 )
   (    987,    988,   1020 )
   (   1021,   1020,    988 )
   (    988,    989,   1021 )
   (   1022,   1021,    989 )
   (    989,    990,   1022 )
   (   1023,   1022,    990 )
   (    991,    992,   1024 )
   (   1025,   1024,    992 )
   (    992,    993,   1025 )
   (   1026,   1025,    993 )
   (    993,    994,   1026 )
   (   1027,   1026,    994 )
   (    994,    995,   1027 )
   (   1028,   1027,    995 )
   (    995,    996,   1028 )
   (   1029,   1028,    996 )
   (    996,    997,   1029 )
   (   1030,   1029,    997 )
   (    997,    998,   1030 )
   (   1031,   1030,    998 )
   (    998,    999,   1031 )
   (   1032,   1031,    999 )
   (    999,   1000,   1032 )
   (   1033,   1032,   1000 )
   (   1000,   1001,   1033 )
   (   1034,   1033,   1001 )
   (   1001,   1002,   1034 )
   (   1035,   1034,   1002 )
   (   1002,   1003,   1035 )
   (   1036,   1035,   1003 )
   (   1003,   1004,   1036 )
   (   1037,   1036,   1004 )
   (   1004,   1005,   1037 )
   (   1038,   1037,   1005 )
   (   1005,   1006,   1038 )
   (   1039,   1038,   1006 )
   (   1006,   1007,   1039 )
   (   1040,   1039,   1007 )
   (   1007,   1008,   1040 )
   (   1041,   1040,   1008 )
   (   1008,   1009,   1041 )
   (   1042,   1041,   1009 )
   (   1009,   1010,   1042 )
   (   1043,   1042,   1010 )
   (   1010,   1011,   1043 )
   (   1044,   1043,   1011 )
   (   1011,   1012,   1044 )
   (   1045,   1044,   1012 )
   (   1012,   1013,   1045 )
   (   1046,   1045,   1013 )
   (   1013,   1014,   1046 )
   (   1047,   1046,   1014 )
   (   1014,   1015,   1047 )
   (   1048,   1047,   1015 )
   (   1015,   1016,   1048 )
   (   1049,   1048,   1016 )
   (   1016,   1017,   1049 )
   (   1050,   1049,   1017 )
   (   1017,   1018,   1050 )
   (   1051,   1050,   1018 )
   (   1018,   1019,   1051 )
   (   1052,   1051,   1019 )
   (   1019,   1020,   1052 )
   (   1053,   1052,   1020 )
   (   1020,   1021,   1053 )
   (   1054,   1053,   1021 )
   (   1021,   1022,   1054 )
   (   1055,   1054,   1022 )
   (   1022,   1023,   1055 )
   (   1056,   1055,   1023 )
   (   1024,   1025,   1057 )
   (   1058,   1057,   1025 )
   (   1025,   1026,   1058 )
   (   1059,   1058,   1026 )
   (   1026,   1027,   1059 )
   (   1060,   1059,   1027 )
   (   1027,   1028,   1060 )
   (   1061,   1060,   1028 )
   (   1028,   1029,   1061 )
   (   1062,   1061,   1029 )
   (   1029,   1030,   1062 )
   (   1063,   1062,   1030 )
   (   1030,   1031,   1063 )
   (   1064,   1063,   1031 )
   (   1031,   1032,   1064 )
   (   1065,   1064,   1032 )
   (   1032,   1033,   1065 )
   (   1066,   1065,   1033 )
   (   1033,   1034,   1066 )
   (   1067,   1066,   1034 )
   (   1034,   1035,   1067 )
   (   1068,   1067,   1035 )
   (   1035,   1036,   1068 )
   (   1069,   1068,   1036 )
   (   1036,   1037,   1069 )
   (   1070,   1069,   1037 )
   (   1037,   1038,   1070 )
   (   1071,   1070,   1038 )
   (   1038,   1039,   1071 )
   (   1072,   1071,   1039 )
   (   1039,   1040,   1072 )
   (   1073,   1072,   1040 )
   (   1040,   1041,   1073 )
   (   1074,   1073,   1041 )
   (   1041,   1042,   1074 )
   (   1075,   1074,   1042 )
   (   1042,   1043,   1075 )
   (   1076,   1075,   1043 )
   (   1043,   1044,   1076 )
   (   1077,   1076,   1044 )
   (   1044,   1045,   1077 )
   (   1078,   1077,   1045 )
   (   1045,   1046,   1078 )
   (   1079,   1078,   1046 )
   (   1046,   1047,   1079 )
   (   1080,   1079,   1047 )
   (   1047,   1048,   1080 )
   (   1081,   1080,   1048 )
   (   1048,   1049,   1081 )
   (   1082,   1081,   1049 )
   (   1049,   1050,   1082 )
   (   1083,   1082,   1050 )
   (   1050,   1051,   1083 )
   (   1084,   1083,   1051 )
   (   1051,   1052,   1084 )
   (   1085,   1084,   1052 )
   (   1052,   1053,   1085 )
   (   1086,   1085,   1053 )
   (   1053,   1054,   1086 )
   (   1087,   1086,   1054 )
   (   1054,   1055,   1087 )
   (   1088,   1087,   1055 )
   (   1055,   1056,   1088 )
   (   1089,   1088,   1056 ) ;

# ... i-j coordinates (i=0 => x=0, i=n => x=1 etc)
param: i_ref, j_ref   :=
    1    0    0
    2    1    0
    3    2    0
    4    3    0
    5    4    0
    6    5    0
    7    6    0
    8    7    0
    9    8    0
   10    9    0
   11   10    0
   12   11    0
   13   12    0
   14   13    0
   15   14    0
   16   15    0
   17   16    0
   18   17    0
   19   18    0
   20   19    0
   21   20    0
   22   21    0
   23   22    0
   24   23    0
   25   24    0
   26   25    0
   27   26    0
   28   27    0
   29   28    0
   30   29    0
   31   30    0
   32   31    0
   33   32    0
   34    0    1
   35    1    1
   36    2    1
   37    3    1
   38    4    1
   39    5    1
   40    6    1
   41    7    1
   42    8    1
   43    9    1
   44   10    1
   45   11    1
   46   12    1
   47   13    1
   48   14    1
   49   15    1
   50   16    1
   51   17    1
   52   18    1
   53   19    1
   54   20    1
   55   21    1
   56   22    1
   57   23    1
   58   24    1
   59   25    1
   60   26    1
   61   27    1
   62   28    1
   63   29    1
   64   30    1
   65   31    1
   66   32    1
   67    0    2
   68    1    2
   69    2    2
   70    3    2
   71    4    2
   72    5    2
   73    6    2
   74    7    2
   75    8    2
   76    9    2
   77   10    2
   78   11    2
   79   12    2
   80   13    2
   81   14    2
   82   15    2
   83   16    2
   84   17    2
   85   18    2
   86   19    2
   87   20    2
   88   21    2
   89   22    2
   90   23    2
   91   24    2
   92   25    2
   93   26    2
   94   27    2
   95   28    2
   96   29    2
   97   30    2
   98   31    2
   99   32    2
  100    0    3
  101    1    3
  102    2    3
  103    3    3
  104    4    3
  105    5    3
  106    6    3
  107    7    3
  108    8    3
  109    9    3
  110   10    3
  111   11    3
  112   12    3
  113   13    3
  114   14    3
  115   15    3
  116   16    3
  117   17    3
