# data file for b-pn2.mod (set SS = {18,20,22,24,26,28,30,32})

param:      q,       Qm     :=
 58    1.862549596766296e+000    1.995884409817973e+000    2.208047354599012e+000
 59    1.926303348705823e+000    2.196940940393214e+000    2.324899904081512e+000
 60    1.793455161794372e+000    2.152124821159325e+000    2.230952598155729e+000
 61    2.386803233626414e+000    3.523085677624438e+000    3.028348554127100e+000

 :               19                        20                       21  := 
 1     3.295681426409834e+000   -5.883773625044122e+000    2.816429429358209e+000
 2     2.726445098164688e+000    6.290966029147977e-001    2.099618639272789e+000
 3     4.806101391236377e+000    3.569292284899394e+000    3.724861985697272e+000
 4     5.996098716037958e+000    5.983593052664656e+000    4.628325101427134e+000
 5     7.250612993691389e+000    7.819240620759785e+000    5.582793808232532e+000
 6     8.381267975912076e+000    9.380747093385790e+000    6.409337841202785e+000
 7     9.627055509131366e+000    1.091837127811479e+001    7.273446358249349e+000
 8     1.103815058992587e+001    1.251137433920104e+001    8.196065277555517e+000
 9     1.283028315735516e+001    1.444796238802459e+001    9.302145871486030e+000
 10    1.517257099113071e+001    1.675674822358846e+001    1.063888322782930e+001
 11    1.816902055249658e+001    2.009592515328654e+001    1.239274842112778e+001
 12    2.325863304505386e+001    2.420645516659854e+001    1.472188237934390e+001
 13    2.558398261222243e+001    3.233529030493679e+001    1.772177078840997e+001
 14    4.504170859401320e+001    3.985830273151462e+001    2.282383167504860e+001
 15   -1.066789952659643e+001    7.778109211208420e+001    2.516892667468816e+001
 16    1.698470741413802e+002    7.574929482210831e+001    4.464868666112622e+001
 17   -8.215457316857771e+002    4.330311638995574e+002   -1.103600138177898e+001
 18    2.216618607270358e+003    1.249641492374250e+002    1.695033512060199e+002
 19   -8.558154992667223e+003    4.406087399321356e+003   -8.218642365356038e+002
 20    2.216460577448545e+003   -5.669780503926169e+003    2.216323696524008e+003
 21   -8.218608308413983e+002    4.405875900875780e+003   -8.558426396858325e+003
 22    1.693753897470736e+002    1.245416695918217e+002    2.216210670958366e+003
 23   -1.129253943733324e+001    4.324014866062543e+002   -8.220896680596043e+002
 24    4.426604559100672e+001    7.491459017402208e+001    1.691656334829133e+002
 25    2.466521007794172e+001    7.675019674345371e+001   -1.148396838985896e+001
 26    2.220348593721648e+001    3.863792030590906e+001    4.409144773130932e+001
 27    1.699361612818298e+001    3.094267791062632e+001    2.450663905080088e+001
 28    1.389491270428638e+001    2.265816366378662e+001    2.205953244010524e+001
 29    1.148294972184209e+001    1.842495276472145e+001    1.686359980217907e+001
 30    9.665276604176620e+000    1.500105527948318e+001    1.377765235467749e+001
 31    8.294360850381263e+000    1.267106317402146e+001    1.137786050700519e+001
 32    7.194827616969781e+000    1.079799958881250e+001    9.571397347654688e+000
 33    6.334527122563404e+000    9.394753613996210e+000    8.211211971255928e+000
 34    5.622160223246670e+000    8.236128303748982e+000    7.121650873523160e+000
 35    5.045717753764879e+000    7.323798611630090e+000    6.270946965704418e+000
 36    4.557566598156085e+000    6.551998285865541e+000    5.567613171929112e+000
 37    4.152327661766419e+000    5.923517904356766e+000    4.999941128993191e+000
 38    3.803344946510628e+000    5.381713584874649e+000    4.520170552602186e+000
 39    3.508084973910824e+000    4.929508370452675e+000    4.123177976728929e+000
 40    3.250745689474046e+000    4.534082708959858e+000    3.782237981462332e+000
 41    3.030021719089542e+000    4.198021765299070e+000    3.495028486413989e+000
 42    2.836141449402162e+000    3.901148604273849e+000    3.245747071456965e+000
 43    2.668536201336884e+000    3.645581071395282e+000    3.033265994295599e+000
 44    2.520953008304051e+000    3.418535634535011e+000    2.847905458393286e+000
 45    2.393143963082621e+000    3.221644347731048e+000    2.689251092923018e+000
 46    2.281217391246366e+000    3.046744966356538e+000    2.551281550927120e+000
 47    2.185125543649208e+000    2.895087280440500e+000    2.433884359474015e+000
 48    2.102824767953120e+000    2.761736717972486e+000    2.333652055326176e+000
 49    2.034210710796063e+000    2.647612399076902e+000    2.250650465362328e+000
 50    1.979057592994830e+000    2.550494969735052e+000    2.183812620866872e+000
 51    1.937271739091736e+000    2.470939391203282e+000    2.133097705839142e+000
 52    1.910859050005844e+000    2.409885806649991e+000    2.100280592046522e+000
 53    1.899604161566667e+000    2.367147744615504e+000    2.085173834371894e+000
 54    1.909227534332293e+000    2.348483875247092e+000    2.093827026771676e+000
 55    1.939050159161264e+000    2.351963732582102e+000    2.125661321127957e+000
 56    1.999621198836746e+000    2.389376802007706e+000    2.192181705008576e+000
 57    2.093076021298729e+000    2.457029745453058e+000    2.296394730322834e+000
 58    2.207404505023873e+000    2.546801308866177e+000    2.425924602610118e+000
 59    2.440295134433425e+000    2.710310357485642e+000    2.688536970553501e+000
 60    2.413371667328750e+000    2.644947770074986e+000    2.673656029638261e+000
 61    3.940551119281724e+000    3.629156005222697e+000    4.359090578443471e+000

 :               22                        23                        24  := 
 1    -5.025196560195011e+000    2.491804663101058e+000   -4.299683025134978e+000
 2     2.363310846714058e-001    1.695884540105210e+000    3.527485500542138e-002
 3     2.580557932230404e+000    2.984114860262884e+000    1.928400310709509e+000
 4     4.526789173816169e+000    3.681244453645148e+000    3.521836235651548e+000
 5     5.985178262706711e+000    4.427719184957928e+000    4.705082912060377e+000
 6     7.196730459745769e+000    5.057940092084859e+000    5.675510600352141e+000
 7     8.331014716760125e+000    5.693402706971961e+000    6.554437639642548e+000
 8     9.445928447029944e+000    6.342532377234477e+000    7.385493519037171e+000
 9     1.069976931782192e+001    7.080782067025305e+000    8.268873034746210e+000
 10    1.212176086590942e+001    7.930539472264828e+000    9.225008807492812e+000
 11    1.395674404831740e+001    8.993239938452570e+000    1.037729354019232e+001
 12    1.621109746131084e+001    1.030869054613458e+001    1.173861788965699e+001
 13    1.952795475547942e+001    1.205578949310705e+001    1.354070503903744e+001
 14    2.363530600018800e+001    1.438722867281848e+001    1.578027673777444e+001
 15    3.177613673563890e+001    1.739640595323858e+001    1.909629356054095e+001
 16    3.931803022325983e+001    2.251100901407360e+001    2.321045065557156e+001
 17    7.726669564253947e+001    2.487185104685714e+001    3.136508106389581e+001
 18    7.526214339082611e+001    4.436793697013758e+001    3.892340170842143e+001
 19    4.325742494844341e+002   -1.129910614639732e+001    7.689193775487927e+001
 20    1.245364823534235e+002    1.692573375428428e+002    7.490751111408848e+001
 21    4.405689861241212e+003   -8.220930051810318e+002    4.322413322081838e+002
 22   -5.670149711924256e+003    2.216111884291052e+003    1.242242453029483e+002
 23    4.405534868844066e+003   -8.558624446567563e+003    4.405399796719509e+003
 24    1.242265631780298e+002    2.216030221278968e+003   -5.670421589940827e+003
 25    4.321117558018838e+002   -8.222561878437247e+002    4.405284757486911e+003
 26    7.464832168270119e+001    1.690130061015673e+002    1.239944359245954e+002
 27    7.650656357062286e+001   -1.162345640958686e+001    4.318979928513826e+002
 28    3.841504758384059e+001    4.396414960700898e+001    7.445157559549718e+001
 29    3.073980549367324e+001    2.439109507385669e+001    7.632648138661216e+001
 30    2.247366295227232e+001    2.195488241444838e+001    3.825046432337104e+001
 31    1.825812062761577e+001    1.676946826198092e+001    3.059031593496850e+001
 32    1.485052729947624e+001    1.369332485014179e+001    2.233827185661742e+001
 33    1.253623010409268e+001    1.130302809447227e+001    1.813646154559652e+001
 34    1.067775281047822e+001    9.505494443740738e+000    1.474178470277330e+001
 35    9.288592227590040e+000    8.154002502447247e+000    1.244010400958264e+001
 36    8.143200518715030e+000    7.072726521624218e+000    1.059363081883679e+001
 37    7.243728476242063e+000    6.230160484047782e+000    9.216266310122710e+000
 38    6.484156876881533e+000    5.534697710231637e+000    8.082233629214359e+000
 39    5.867689944742239e+000    4.974866759824213e+000    7.194059118561762e+000
 40    5.337515711214066e+000    4.502838846983547e+000    6.445567657354916e+000
 41    4.896893120957140e+000    4.113689467182078e+000    5.840270906607609e+000
 42    4.512942300574694e+000    3.780697979523756e+000    5.321314756421454e+000
 43    4.188523158025295e+000    3.501712676701658e+000    4.892212289337181e+000
 44    3.903527668701122e+000    3.261032925807864e+000    4.520178167277507e+000
 45    3.660300200659998e+000    3.057682944765048e+000    4.208285121113956e+000
 46    3.446313705060616e+000    2.882234624029326e+000    3.936723791590700e+000
 47    3.263379117425296e+000    2.734410491551588e+000    3.708007810912885e+000
 48    3.103916885784032e+000    2.608714614518676e+000    3.510270315713204e+000
 49    2.969293815082732e+000    2.505152198526280e+000    3.345429515698816e+000
 50    2.855778580470746e+000    2.421377857358150e+000    3.207260498461386e+000
 51    2.764282102275534e+000    2.357525660967874e+000    3.097103360023259e+000
 52    2.695057384097784e+000    2.314710261410046e+000    3.014008670941058e+000
 53    2.648304581458050e+000    2.292797006566284e+000    2.958481083245329e+000
 54    2.629943083820378e+000    2.297986317535232e+000    2.936388979226299e+000
 55    2.638506257855566e+000    2.329733160204328e+000    2.946516053012134e+000
 56    2.687166659713744e+000    2.400489565313290e+000    3.003223498713506e+000
 57    2.772769635050877e+000    2.513777319542894e+000    3.103715569500518e+000
 58    2.887615900020939e+000    2.656582519888116e+000    3.239783767025670e+000
 59    3.092110982501228e+000    2.947163115261276e+000    3.480268937715014e+000
 60    3.045639152709372e+000    2.938427576316770e+000    3.443062778803220e+000
 61    4.203650090970145e+000    4.787471182869018e+000    4.765673674764985e+000

 :               25                        26                        27  := 
 1     2.273505455653761e+000   -3.672497889249781e+000    2.131592929476803e+000
 2     1.435717771967886e+000   -4.596577041829386e-002    1.272308751641849e+000
 3     2.463926725288696e+000    1.493153213730240e+000    2.092414036900995e+000
 4     3.005515273428766e+000    2.811418834902281e+000    2.512065639526358e+000
 5     3.599346814417494e+000    3.784501564543458e+000    2.988816366104270e+000
 6     4.093609752548694e+000    4.578481398648377e+000    3.383591214705423e+000
 7     4.580733947028339e+000    5.282639536584907e+000    3.767985097329300e+000
 8     5.062295779707727e+000    5.930604446223484e+000    4.139445523256834e+000
 9     5.587823061048796e+000    6.591202521113591e+000    4.532493185644942e+000
 10    6.169627927727509e+000    7.279017993710389e+000    4.953958594102573e+000
 11    6.864393114794405e+000    8.066264804745177e+000    5.438491204565524e+000
 12    7.689535536255995e+000    8.961114345683718e+000    5.995115360823871e+000
 13    8.740021324162752e+000    1.007582834218513e+001    6.675117975126209e+000
 14    1.005173138657752e+001    1.141601907638015e+001    7.493098575883090e+000
 15    1.180144985212134e+001    1.320943363372239e+001    8.542047109417171e+000
 16    1.413909170343145e+001    1.544798394513950e+001    9.855785833903168e+000
 17    1.715766913953754e+001    1.876961101203184e+001    1.161055147642946e+001
 18    2.228285934219456e+001    2.289261838693505e+001    1.395472985238879e+001
 19    2.465583939817970e+001    3.105963889769414e+001    1.698145097595722e+001
 20    4.416410581654255e+001    3.863137997801242e+001    2.211521802615515e+001
 21   -1.149011178714658e+001    7.661512749309500e+001    2.449757122397624e+001
 22    1.690786507067484e+002    7.464580912625205e+001    4.401510033348381e+001
 23   -8.222591054483646e+002    4.319956162401088e+002   -1.162945826385657e+001
 24    2.215957382812584e+003    1.239939590520998e+002    1.689485742117691e+002
 25   -8.558766166013784e+003    4.405184753734622e+003   -8.223797973254276e+002
 26    2.215898443109812e+003   -5.670620982566013e+003    2.215845481373693e+003
 27   -8.223768471932348e+002    4.405099440766793e+003   -8.558868493680762e+003
 28    1.689023960338290e+002    1.238234715116238e+002    2.215803912683833e+003
 29   -1.172413386965702e+001    4.317408851943140e+002   -8.224627878149392e+002
 30    4.387277234235055e+001    7.430758397522756e+001    1.688243711702171e+002
 31    2.430881142256782e+001    7.619539114096389e+001   -1.179425617704951e+001
 32    2.188117917826672e+001    3.813158444849464e+001    4.381019258887776e+001
 33    1.670417178480422e+001    3.048346703944839e+001    2.425371230605634e+001
 34    1.363603337798451e+001    2.224288508793100e+001    2.183329667549578e+001
 35    1.125361947481170e+001    1.805239943633450e+001    1.666347767780773e+001
 36    9.463696908942306e+000    1.466864284479756e+001    1.360237493817640e+001
 37    8.119766284914405e+000    1.237781492982904e+001    1.122702985057584e+001
 38    7.045897108952891e+000    1.054193034235852e+001    9.444123300964256e+000
 39    6.210799283479943e+000    9.175226715967722e+000    8.107350937211462e+000
 40    5.522806396388651e+000    8.051793112382997e+000    7.040736129564084e+000
 41    4.970630366648106e+000    7.174432123001299e+000    6.213155767181125e+000
 42    4.506459686891553e+000    6.436954112773839e+000    5.532978178521316e+000
 43    4.125529253215126e+000    5.843100169687392e+000    4.989062158096887e+000
 44    3.801237751573862e+000    5.336146621925455e+000    4.533738822802957e+000
 45    3.531578764085532e+000    4.919800064511501e+000    4.162379309168035e+000
 46    3.301131809707522e+000    4.561628050160532e+000    3.848698155131510e+000
 47    3.109054358125316e+000    4.264855420407377e+000    3.590815154164116e+000
 48    2.946495264162696e+000    4.010426021620980e+000    3.373948409922742e+000
 49    2.813292257506750e+000    3.800940189001331e+000    3.197363010849042e+000
 50    2.705111280630692e+000    3.626059323304172e+000    3.053485075140115e+000
 51    2.622020594490585e+000    3.487638613814382e+000    2.942201453732416e+000
 52    2.564059567644351e+000    3.382579018240358e+000    2.861792156783200e+000
 53    2.531250174644012e+000    3.311727943885098e+000    2.812177437211293e+000
 54    2.529547530345621e+000    3.280438212873386e+000    2.798694898897538e+000
 55    2.558425066000740e+000    3.287576768164312e+000    2.820899745688516e+000
 56    2.631114693606245e+000    3.348502112497170e+000    2.892434679168694e+000
 57    2.751543044947610e+000    3.460362666164346e+000    3.017583369665220e+000
 58    2.905580640175246e+000    3.613681509368834e+000    3.180409005237621e+000
 59    3.222529222802826e+000    3.885537117615518e+000    3.522341784616015e+000
 60    3.213907302912544e+000    3.847513714951682e+000    3.507266223830574e+000
 61    5.235604169865513e+000    5.329114823164958e+000    5.714656832986117e+000

 :               28                        29                       30  := 
 1    -3.118220796204756e+000    2.047402527550821e+000   -2.617365724492102e+000
 2    -4.880430220773535e-002    1.176867390415246e+000    2.233540890468344e-003
 3     1.203108955412924e+000    1.824822514060446e+000    1.013717353018607e+000
 4     2.300218761179538e+000    2.145530910492200e+000    1.928194921493340e+000
 5     3.106805701435011e+000    2.528948156866295e+000    2.598784418066030e+000
 6     3.765683977771628e+000    2.847552705428204e+000    3.150325356311200e+000
 7     4.342894043306782e+000    3.157068323757262e+000    3.630931037150467e+000
 8     4.864605260894844e+000    3.451940544995244e+000    4.060874793614668e+000
 9     5.380718113076949e+000    3.757182799853482e+000    4.477441868479248e+000
 10    5.901716158244142e+000    4.076282777714566e+000    4.887993562439906e+000
 11    6.474094806505050e+000    4.432095284396642e+000    5.324750007676683e+000
 12    7.103083680975801e+000    4.829383062682855e+000    5.790997333653119e+000
 13    7.851598867619681e+000    5.298373371395502e+000    6.325551209884903e+000
 14    8.722276942171906e+000    5.846101452243606e+000    6.929418388645134e+000
 15    9.823773898576506e+000    6.522083312164813e+000    7.662334732956716e+000
 16    1.115801076451699e+001    7.339408769994828e+000    8.524101730784166e+000
 17    1.295157231070327e+001    8.390458196049272e+000    9.622193022571898e+000
 18    1.519373262623742e+001    9.707901145446058e+000    1.095648004690782e+001
 19    1.852242045668328e+001    1.146793838889006e+001    1.275334772811914e+001
 20    2.265395738237674e+001    1.381804942224303e+001    1.500050877505904e+001
 21    3.083141254129442e+001    1.685156294828687e+001    1.833610650346231e+001
 22    3.841397751975770e+001    2.199227112223376e+001    2.247525477148273e+001
 23    7.640963502201555e+001    2.438205240235603e+001    3.066148879273242e+001
 24    7.445204630775029e+001    4.390687890279844e+001    3.825296805573423e+001
 25    4.318139813000319e+002   -1.173020163337872e+001    7.625810856457041e+001
 26    1.238242020855766e+002    1.688551402312444e+002    7.430999501916405e+001
 27    4.405026841023264e+003   -8.224658184228523e+002    4.316817170223814e+002
 28   -5.670766915325014e+003    2.215766506381332e+003    1.237015121068598e+002
 29    4.404964669739724e+003   -8.558940030535086e+003    4.404913824869764e+003
 30    1.236999796538022e+002    2.215738982099772e+003   -5.670870277661276e+003
 31    4.316284546545584e+002   -8.225207239237625e+002    4.404870720799092e+003
 32    7.420579581406307e+001    1.687731030574110e+002    1.236154509576471e+002
 33    7.610420112511689e+001   -1.183880354577737e+001    4.315533462648549e+002
 34    3.805063246062224e+001    4.377221328363275e+001    7.413993525537346e+001
 35    3.041274748081248e+001    2.422235259494430e+001    7.604768640198421e+001
 36    2.218217359448390e+001    2.180850737677414e+001    3.800339631118944e+001
 37    1.800174693384794e+001    1.664536332767584e+001    3.037494098699538e+001
 38    1.462794042472651e+001    1.359097515775159e+001    2.215382855162375e+001
 39    1.234725273664425e+001    1.122255979812222e+001    1.798315960540914e+001
 40    1.052159203051018e+001    9.446768632757532e+000    1.461933170590866e+001
 41    9.165441075902492e+000    8.117448459875314e+000    1.234905905944574e+001
 42    8.052908602226978e+000    7.058678533348815e+000    1.053430887516122e+001
 43    7.187000320336072e+000    6.239469725289615e+000    9.189740344587466e+000
 44    6.461701162973862e+000    5.568361204459059e+000    8.089688467653016e+000
 45    5.880923035549846e+000    5.034337664898677e+000    7.237304731855960e+000
 46    5.388360410176150e+000    4.590088769076276e+000    6.527068855677778e+000
 47    4.987849151937664e+000    4.231102363027448e+000    5.962994192985867e+000
 48    4.647819075231150e+000    3.931803965337700e+000    5.489764637125570e+000
 49    4.371551631889664e+000    3.690408992174834e+000    5.111233122112097e+000
 50    4.141717957668066e+000    3.493546211472976e+000    4.797786422113584e+000
 51    3.960801594931884e+000    3.340507391608266e+000    4.552516690042089e+000
 52    3.821976606154416e+000    3.226594079958754e+000    4.362048941908970e+000
 53    3.726482218571740e+000    3.151490712953550e+000    4.228085972825503e+000
 54    3.678278114133770e+000    3.119288909564790e+000    4.151710747319419e+000
 55    3.676260071661562e+000    3.129323960255056e+000    4.131790428451646e+000
 56    3.736369843378165e+000    3.195322363771405e+000    4.184058257711454e+000
 57    3.855315749850115e+000    3.321964694039630e+000    4.304478031402148e+000
 58    4.021522996268443e+000    3.490526143154900e+000    4.478217557184850e+000
 59    4.320048034830468e+000    3.856074611882050e+000    4.798239720814054e+000
 60    4.270096386057978e+000    3.826823135095980e+000    4.723435448632321e+000
 61    5.908145987901393e+000    6.237888787038279e+000    6.517818000651287e+000

 :               31                        32                        33  := 
 1     2.009109332117532e+000   -2.154662924035354e+000    2.009222453818936e+000
 2     1.131388081915571e+000    9.244926085537352e-002    1.124300353148398e+000
 3     1.632267030373432e+000    8.965689410004647e-001    1.495795953294162e+000
 4     1.869996040753032e+000    1.656294372088405e+000    1.661689361853056e+000
 5     2.176603176007236e+000    2.212708533759155e+000    1.903054452652814e+000
 6     2.434719348527560e+000    2.676325168312065e+000    2.111520725296018e+000
 7     2.687158758996071e+000    3.080628678154094e+000    2.318909897797208e+000
 8     2.926128088967758e+000    3.440867360844030e+000    2.515467663246099e+000
 9     3.170218590131712e+000    3.785392945156013e+000    2.715026252258887e+000
 10    3.420402341221606e+000    4.119020019944462e+000    2.916666707857476e+000
 11    3.692717823649073e+000    4.465243320614440e+000    3.132305143877826e+000
 12    3.989512778121077e+000    4.825898398482285e+000    3.362518124075931e+000
 13    4.330077055357638e+000    5.226927732713721e+000    3.620526298556418e+000
 14    4.717822676218029e+000    5.668412408753384e+000    3.907836767360590e+000
 15    5.181429210195175e+000    6.186410244141644e+000    4.242408732218945e+000
 16    5.726850220815304e+000    6.779761797695390e+000    4.626914631306883e+000
 17    6.402984541647777e+000    7.507064438117279e+000    5.089437472085383e+000
 18    7.222067197607118e+000    8.366535086692004e+000    5.635315644166728e+000
 19    8.276347493145606e+000    9.465338117003550e+000    6.313258742742639e+000
 20    9.597804078966980e+000    1.080212102010444e+001    7.134985999217128e+000
 21    1.136272285504372e+001    1.260333229934500e+001    8.192752637862098e+000
 22    1.371803067420520e+001    1.485572689598110e+001    9.518114633887130e+000
 23    1.675727485064760e+001    1.819774491739145e+001    1.128748803739538e+001
 24    2.190375753143303e+001    2.234366954970550e+001    1.364741660222958e+001
 25    2.429957556299404e+001    3.053734038228464e+001    1.669159596747729e+001
 26    4.383042572759694e+001    3.813644252954514e+001    2.184310808482264e+001
 27   -1.180047929598153e+001    7.614962445323332e+001    2.424416447364071e+001
 28    1.687909209141479e+002    7.420952061027218e+001    4.378024829912850e+001
 29   -8.225238636156655e+002    4.315895363605086e+002   -1.184526161344324e+001
 30    2.215714468910397e+003    1.236175390044395e+002    1.687515071721097e+002
 31   -8.558985846935062e+003    4.404838250227754e+003   -8.225577472371002e+002
 32    2.215699082035914e+003   -5.670937500490674e+003    2.215686036177426e+003
 33   -8.225544801493028e+002    4.404811960014332e+003   -8.559008474030388e+003
 34    1.687453941479182e+002    1.235651840164488e+002    2.215681987103148e+003
 35   -1.186033316366868e+001    4.315117398318013e+002   -8.225656698374216e+002
 36    4.375690284032014e+001    7.410706378600818e+001    1.687401786400128e+002
 37    2.421342895305342e+001    7.602378520098021e+001   -1.185933882670750e+001
 38    2.180609545028664e+001    3.798862825282400e+001    4.376431130190206e+001
 39    1.664974607155691e+001    3.036970128039204e+001    2.422760095085932e+001
 40    1.360242453297728e+001    2.215847006357445e+001    2.182738795422618e+001
 41    1.124148431579006e+001    1.799822344419056e+001    1.667863990299963e+001
 42    9.473656969756744e+000    1.464546227795334e+001    1.363950805399140e+001
 43    8.152910584865625e+000    1.238705047742340e+001    1.128745489089257e+001
 44    7.103528280099777e+000    1.058524123558205e+001    9.529454167941196e+000
 45    6.294635700962053e+000    9.254812334351446e+000    8.219576959385407e+000
 46    5.635180789872572e+000    8.170683223860971e+000    7.182574214539335e+000
 47    5.114253348026533e+000    7.336073824154012e+000    6.387662924473970e+000
 48    4.685338855597801e+000    6.646602285487821e+000    5.744686852914121e+000
 49    4.344004435979794e+000    6.106248974753378e+000    5.242793904133429e+000
 50    4.066241499872966e+000    5.661922863947646e+000    4.837218036453269e+000
 51    3.850260579079900e+000    5.317193334164986e+000    4.523479317026488e+000
 52    3.685867461088676e+000    5.046912683991764e+000    4.281099273638211e+000
 53    3.572076278053222e+000    4.853177980446554e+000    4.107910672078806e+000
 54    3.510585863616216e+000    4.731498834914036e+000    4.000796962504551e+000
 55    3.500328232816264e+000    4.680656987551776e+000    3.957793114123226e+000
 56    3.554552543487897e+000    4.714823569495488e+000    3.990619925066693e+000
 57    3.678015855612516e+000    4.828855320895661e+000    4.103909131245053e+000
 58    3.848144277137332e+000    5.002969935111818e+000    4.269769484544978e+000
 59    4.235677832511030e+000    5.338194630492270e+000    4.676849418637957e+000
 60    4.182777903285190e+000    5.222470360041748e+000    4.588004954401318e+000
 61    6.821173148793576e+000    7.175047959766088e+000    7.484285958094245e+000

 :               34                        35                        36  := 
 1    -1.717693665036326e+000    2.043132271163180e+000   -1.296016159447172e+000
 2     2.131459725036351e-001    1.148363439098898e+000    3.595492820505986e-001
 3     8.331741381869523e-001    1.402639618087049e+000    8.114783021606213e-001
 4     1.458479640348275e+000    1.504342888902163e+000    1.317111411541803e+000
 5     1.916575738690358e+000    1.688808557514426e+000    1.688400451286982e+000
 6     2.306200229002872e+000    1.855283670905112e+000    2.014224930091088e+000
 7     2.648313894962442e+000    2.025863090537706e+000    2.304264431878520e+000
 8     2.953665624204475e+000    2.189109272474160e+000    2.565048356449924e+000
 9     3.243918010774846e+000    2.355119871257794e+000    2.813003883386576e+000
 10    3.521578997612800e+000    2.521318515238833e+000    3.048453990345822e+000
 11    3.804532045467915e+000    2.696875149639880e+000    3.285500670382947e+000
 12    4.093422621417661e+000    2.881107125072192e+000    3.523636477082314e+000
 13    4.406677055957928e+000    3.083764772191944e+000    3.776723862791280e+000
 14    4.743743197563911e+000    3.305008150063654e+000    4.043701880790232e+000
 15    5.128198379262252e+000    3.556927529680554e+000    4.340984987225303e+000
 16    5.558493033517187e+000    3.840571839241370e+000    4.666831297085108e+000
 17    6.069620168207880e+000    4.173337215744896e+000    5.043837474715787e+000
 18    6.659209612484744e+000    4.557477620048729e+000    5.469549897254528e+000
 19    7.385488399160518e+000    5.020851585273745e+000    5.978559421502992e+000
 20    8.245723174917446e+000    5.568426045985928e+000    6.567770769459240e+000
 21    9.347038664729472e+000    6.248860592654063e+000    7.295300181482127e+000
 22    1.068732907584703e+001    7.073559576782102e+000    8.157830189343539e+000
 23    1.249321524926055e+001    8.134842126098317e+000    9.262565404848524e+000
 24    1.475079004465338e+001    9.463971110207784e+000    1.060687938804084e+001
 25    1.809869782033130e+001    1.123745657581787e+001    1.241751995976215e+001
 26    2.225083627695524e+001    1.360166959822448e+001    1.468027110824599e+001
 27    3.045120553895756e+001    1.665038279225571e+001    1.803388259574310e+001
 28    3.805712332128658e+001    2.180650935552797e+001    2.219195700034240e+001
 29    7.607748051571932e+001    2.421238468871540e+001    3.039867600086460e+001
 30    7.414460092855747e+001    4.375334709394553e+001    3.801110739651441e+001
 31    4.315321299081218e+002   -1.186709852311605e+001    7.603832976203452e+001
 32    1.235676736162599e+002    1.687348038590072e+002    7.411246012033676e+001
 33    4.404796183620568e+003   -8.225691280075067e+002    4.315073550884726e+002
 34   -5.670971574303238e+003    2.215680126763946e+003    1.235504344995370e+002
 35    4.404785957942096e+003   -8.559008767631685e+003    4.404786988488083e+003
 36    1.235476034691268e+002    2.215687631837090e+003   -5.670972878859289e+003
 37    4.315028389975170e+002   -8.225539340350698e+002    4.404793497625156e+003
 38    7.410714235416933e+001    1.687583746930735e+002    1.235640383758749e+002
 39    7.603333159415691e+001   -1.183429791079238e+001    4.315288861922074e+002
 40    3.800812511265978e+001    4.379664605629578e+001    7.414338695469185e+001
 41    3.039979524271580e+001    2.426778368894754e+001    7.608054363668084e+001
 42    2.219996091226462e+001    2.187611415893448e+001    3.806727092166962e+001
 43    1.805203376304296e+001    1.673670159956440e+001    3.047193860966079e+001
 44    1.471286985104472e+001    1.370798442897534e+001    2.228660110656164e+001
 45    1.246942191897766e+001    1.136751547243956e+001    1.815472567041337e+001
 46    1.068463330002512e+001    9.622806370109038e+000    1.483398480289022e+001
 47    9.373310983950592e+000    8.328003168379166e+000    1.261131311747481e+001
 48    8.311689487957743e+000    7.308871906142100e+000    1.085118179959674e+001
 49    7.502892932021469e+000    6.534660587874078e+000    9.568222731546686e+000
 50    6.845082311419663e+000    5.917179327022067e+000    8.541596798728662e+000
 51    6.341833334647047e+000    5.445473579210405e+000    7.773867518442983e+000
 52    5.945124780877800e+000    5.078727813636560e+000    7.168994127014249e+000
 53    5.657254503654038e+000    4.811952721862491e+000    6.728923198619285e+000
 54    5.463103944245386e+000    4.632553477265804e+000    6.417037120043390e+000
 55    5.361137788215006e+000    4.537081631086393e+000    6.231076424025391e+000
 56    5.361457474078092e+000    4.533441500063443e+000    6.172290491378787e+000
 57    5.457362044102968e+000    4.625619401179629e+000    6.231654989369860e+000
 58    5.621647543042640e+000    4.778206464976081e+000    6.370613902163051e+000
 59    5.963618339271848e+000    5.200834048152676e+000    6.706919309443557e+000
 60    5.785906238666859e+000    5.059560500355918e+000    6.438296340982379e+000
 61    7.899446348230850e+000    8.252572425922782e+000    8.714646776323301e+000

 :               37                        38                        39  := 
 1     2.108414836281582e+000   -8.801168690493952e-001    2.204410955425506e+000
 2     1.199221572490924e+000    5.296178099254056e-001    1.274785732985502e+000
 3     1.344239339292322e+000    8.238220391905631e-001    1.314972156817911e+000
 4     1.386838135771972e+000    1.220196536120948e+000    1.301499593954688e+000
 5     1.520241793821232e+000    1.512908692589934e+000    1.387787411104812e+000
 6     1.650136848579978e+000    1.782408709013996e+000    1.484949184294321e+000
 7     1.789870254425896e+000    2.027720718906135e+000    1.598082934259284e+000
 8     1.926146143273426e+000    2.251363588713060e+000    1.711865324006896e+000
 9     2.065996254103044e+000    2.465415896345281e+000    1.830870456529596e+000
 10    2.205475784225633e+000    2.668039675546820e+000    1.949655274420598e+000
 11    2.351828992746343e+000    2.870716277596030e+000    2.074070312806648e+000
 12    2.503281920467215e+000    3.071779598311723e+000    2.201505689979804e+000
