,k1,k2,E1,E2,obj
693,16,120,30000,40500,38.152937143498605
694,16,120,30000,41000,25.403985123518716
695,16,120,30000,41500,49.72822589160786
696,16,120,30500,38000,1285.0396277304772
697,16,120,30500,38500,1025.254169031627
698,16,120,30500,39000,622.5890550779666
699,16,120,30500,39500,333.3353043756717
700,16,120,30500,40000,155.70268128051293
701,16,120,30500,40500,66.84125446522368
702,16,120,30500,41000,42.25187049753978
703,16,120,30500,41500,56.98314898830595
704,16,120,31000,38000,1595.7993459811262
705,16,120,31000,38500,1252.8886556470425
706,16,120,31000,39000,731.4408383874198
707,16,120,31000,39500,451.0090473423308
708,16,120,31000,40000,251.5086563526081
709,16,120,31000,40500,141.8915050063955
710,16,120,31000,41000,104.67474675582574
711,16,120,31000,41500,109.1609567535697
712,16,120,31500,38000,1942.3896021770768
713,16,120,31500,38500,1197.207050908449
714,16,120,31500,39000,812.6818768064074
715,16,120,31500,39500,611.45532452889
716,16,120,31500,40000,380.63642711770643
717,16,120,31500,40500,258.5514125337487
718,16,120,31500,41000,213.48518421250665
719,16,120,31500,41500,209.58134396574906
720,19,40,29000,38000,169.3907733115706
721,19,40,29000,38500,212.23331960093145
722,19,40,29000,39000,275.9376503672959
723,19,40,29000,39500,350.4301397081139
724,19,40,29000,40000,428.40863665493924
725,19,40,29000,40500,504.955113902399
726,19,40,29000,41000,577.023450987656
727,19,40,29000,41500,642.9410032211753
728,19,40,29500,38000,102.40889356493292
729,19,40,29500,38500,141.19036226103668
730,19,40,29500,39000,200.19333708701748
731,19,40,29500,39500,269.6750686488757
732,19,40,29500,40000,342.6217886299377
733,19,40,29500,40500,414.33044375626207
734,19,40,29500,41000,481.89521316730713
735,19,40,29500,41500,543.7211700546151
736,19,40,30000,38000,51.95330426445395
737,19,40,30000,38500,85.69656829127965
738,19,40,30000,39000,138.98376466247876
739,19,40,30000,39500,202.43251598105033
740,19,40,30000,40000,269.3557903452929
741,19,40,30000,40500,335.2960133312316
742,19,40,30000,41000,397.50658847538665
743,19,40,30000,41500,454.47903112410967
744,19,40,30500,38000,28.864802790801026
745,19,40,30500,38500,56.32899754732796
746,19,40,30500,39000,102.69825523352162
747,19,40,30500,39500,158.95118263535466
748,19,40,30500,40000,218.75241957992617
749,19,40,30500,40500,277.9122290233915
750,19,40,30500,41000,333.8561815041273
751,19,40,30500,41500,385.1662652901447
752,19,40,31000,38000,43.72359701781447
753,19,40,31000,38500,63.683967347844224
754,19,40,31000,39000,101.95579433282329
755,19,40,31000,39500,149.8826019475827
756,19,40,31000,40000,201.50605279789198
757,19,40,31000,40500,252.92391570754876
758,19,40,31000,41000,301.7431453727685
759,19,40,31000,41500,346.6368192781496
760,19,40,31500,38000,104.05710998615942
761,19,40,31500,38500,115.95783594434451
762,19,40,31500,39000,145.42181873662554
763,19,40,31500,39500,184.26373455825217
764,19,40,31500,40000,226.97066340897095
765,19,40,31500,40500,269.96403356902357
766,19,40,31500,41000,311.04753558871505
767,19,40,31500,41500,348.98866332680115
768,19,80,29000,38000,453.1314944429312
769,19,80,29000,38500,281.24067760117225
770,19,80,29000,39000,185.83730378881882
771,19,80,29000,39500,154.25726305915472
772,19,80,29000,40000,170.2912737797755
773,19,80,29000,40500,218.38979299191152
774,19,80,29000,41000,285.604024444273
775,19,80,29000,41500,362.0858325427657
776,19,80,29500,38000,400.06299682217264
777,19,80,29500,38500,224.41725666435008
778,19,80,29500,39000,125.58476107530382
779,19,80,29500,39500,90.55733834394478
780,19,80,29500,40000,102.67519971027264
781,19,80,29500,40500,146.27807815967392
782,19,80,29500,41000,208.57372904155937
783,19,80,29500,41500,279.9669583078214
784,19,80,30000,38000,376.1594584816549
785,19,80,30000,38500,191.30452808298463
786,19,80,30000,39000,85.63116084217559
787,19,80,30000,39500,45.10487847849711
788,19,80,30000,40000,51.88389644342952
789,19,80,30000,40500,89.78942817703852
790,19,80,30000,41000,146.0393555385696
791,19,80,30000,41500,211.26567367707352
792,19,80,30500,38000,401.874315275947
793,19,80,30500,38500,197.55305366608133
794,19,80,30500,39000,79.00348967857379
795,19,80,30500,39500,29.602719961568614
796,19,80,30500,40000,28.980451378502487
797,19,80,30500,40500,59.63541802023186
798,19,80,30500,41000,108.48607655362268
799,19,80,30500,41500,166.30589286399507
800,19,80,31000,38000,484.930958445979
801,19,80,31000,38500,254.27552635537404
802,19,80,31000,39000,116.75543721560439
803,19,80,31000,39500,54.77547840250418
804,19,80,31000,40000,44.637472658824976
805,19,80,31000,40500,66.50466903927668
806,19,80,31000,41000,106.62737262508298
807,19,80,31000,41500,155.8310688191254
808,19,80,31500,38000,595.6094306603337
809,19,80,31500,38500,359.60040819463063
810,19,80,31500,39000,201.85328967228585
811,19,80,31500,39500,126.24442464793601
812,19,80,31500,40000,106.07388975142673
813,19,80,31500,40500,118.52358345403363
814,19,80,31500,41000,149.1597537162607
815,19,80,31500,41500,188.94964975523197
816,19,120,29000,38000,1133.9213841599772
817,19,120,29000,38500,793.9759807804692
818,19,120,29000,39000,516.5580425563733
819,19,120,29000,39500,318.60172051726147
820,19,120,29000,40000,201.662212274693
821,19,120,29000,40500,154.47522945829064
822,19,120,29000,41000,160.28049502033574
823,19,120,29000,41500,202.35345983501588
824,19,120,29500,38000,1091.6343400395158
825,19,120,29500,38500,754.9332443184217
826,19,120,29500,39000,472.1777992591152
827,19,120,29500,39500,267.03951846894995
828,19,120,29500,40000,144.25558152688114
829,19,120,29500,40500,92.40384156679512
830,19,120,29500,41000,93.81833253459942
831,19,120,29500,41500,131.24753560710644
832,19,120,30000,38000,1092.719296892266
833,19,120,30000,38500,764.7065490850255
834,19,120,30000,39000,467.2268758064373
835,19,120,30000,39500,244.9367732985332
836,19,120,30000,40000,110.00996333393202
837,19,120,30000,40500,49.96381544207811
838,19,120,30000,41000,44.9298739569088
839,19,120,30000,41500,76.25447129089613
840,19,120,30500,38000,1160.6160120981158
841,19,120,30500,38500,865.5953188304933
842,19,120,30500,39000,531.1657093741892
843,19,120,30500,39500,271.98520008106277
844,19,120,30500,40000,114.03616090967407
845,19,120,30500,40500,39.74252227099571
846,19,120,30500,41000,25.07176465285551
847,19,120,30500,41500,48.298794094852724
848,19,120,31000,38000,1304.8870694342509
849,19,120,31000,38500,1089.6854636757826
850,19,120,31000,39000,668.6632735260521
851,19,120,31000,39500,356.7751012890747
852,19,120,31000,40000,168.32491564142487
853,19,120,31000,40500,72.82648063377391
854,19,120,31000,41000,45.02326687759286
855,19,120,31000,41500,58.13111530831655
856,19,120,31500,38000,1645.2697164013964
857,19,120,31500,38500,1373.859712069864
858,19,120,31500,39000,787.3948673670299
859,19,120,31500,39500,483.60546305948367
860,19,120,31500,40000,273.4285373433001
861,19,120,31500,40500,153.21079535396908
862,19,120,31500,41000,111.21299419905313
863,19,120,31500,41500,113.52006337929113
864,22,40,29000,38000,229.2032513971666
865,22,40,29000,38500,274.65023153674116
866,22,40,29000,39000,341.4424739822062
867,22,40,29000,39500,419.2624324130753
868,22,40,29000,40000,500.6022690006133
869,22,40,29000,40500,580.3923016374031
870,22,40,29000,41000,655.4874207991389
871,22,40,29000,41500,724.1595537770351
872,22,40,29500,38000,155.45206306046595
873,22,40,29500,38500,197.41588482427002
874,22,40,29500,39000,260.1641484982308
875,22,40,29500,39500,333.666918810689
876,22,40,29500,40000,410.66541588422854
877,22,40,29500,40500,486.276072112155
878,22,40,29500,41000,557.4760464927683
879,22,40,29500,41500,622.6057687448293
880,22,40,30000,38000,90.70026588811803
881,22,40,30000,38500,128.41239603755494
882,22,40,30000,39000,186.27261386900233
883,22,40,30000,39500,254.5802373859711
884,22,40,30000,40000,326.3686182341553
885,22,40,30000,40500,396.9735001502319
886,22,40,30000,41000,463.5155278718613
887,22,40,30000,41500,524.414569320113
888,22,40,30500,38000,44.551475763397946
889,22,40,30500,38500,76.95264448905411
890,22,40,30500,39000,128.85898727872572
891,22,40,30500,39500,190.91422001003792
892,22,40,30500,40000,256.4755613806196
893,22,40,30500,40500,321.125224208803
894,22,40,30500,41000,382.14434919800453
895,22,40,30500,41500,438.03974322333033
896,22,40,31000,38000,28.101321546315717
897,22,40,31000,38500,53.867829756398805
898,22,40,31000,39000,98.57619184859544
899,22,40,31000,39500,153.19473192134507
900,22,40,31000,40000,211.4202434313414
901,22,40,31000,40500,269.09905982026265
902,22,40,31000,41000,323.68306330754416
903,22,40,31000,41500,373.76836451736045
904,22,40,31500,38000,51.648288279447364
905,22,40,31500,38500,69.56074881661863
906,22,40,31500,39000,105.91402675097291
907,22,40,31500,39500,151.99456204656389
908,22,40,31500,40000,201.85995274525234
909,22,40,31500,40500,251.63807959916412
910,22,40,31500,41000,298.9593498669657
911,22,40,31500,41500,342.50888994628025
912,22,80,29000,38000,507.5440336860194
913,22,80,29000,38500,336.42019672232965
914,22,80,29000,39000,242.21016116765423
915,22,80,29000,39500,212.33396533224905
916,22,80,29000,40000,230.67632355958136
917,22,80,29000,40500,281.6224662955561
918,22,80,29000,41000,352.0457411487133
919,22,80,29000,41500,431.89288175778637
920,22,80,29500,38000,443.2889283037078
921,22,80,29500,38500,270.0648237630224
922,22,80,29500,39000,173.57666711629645
923,22,80,29500,39500,141.06258420240613
924,22,80,29500,40000,156.18412870159142
925,22,80,29500,40500,203.33105261575707
926,22,80,29500,41000,269.5552387411201
927,22,80,29500,41500,345.03801326123767
928,22,80,30000,38000,395.34177505602497
929,22,80,30000,38500,217.11094192826982
930,22,80,30000,39000,116.38535634181476
931,22,80,30000,39500,79.94742924888467
932,22,80,30000,40000,90.84706550421288
933,22,80,30000,40500,133.26308067939766
934,22,80,30000,41000,194.36064414396228
935,22,80,30000,41500,264.56059537656466
936,22,80,30500,38000,382.0341866812038
937,22,80,30500,38500,191.65621311671836
938,22,80,30500,39000,82.3318677587146
939,22,80,30500,39500,39.44606931321677
940,22,80,30500,40000,44.476166488763134
941,22,80,30500,40500,80.84561981845566
942,22,80,30500,41000,135.62459431793735
943,22,80,30500,41500,199.42208168600175
944,22,80,31000,38000,425.5181957619983
945,22,80,31000,38500,210.2667219741389
946,22,80,31000,39000,84.97041062888985
947,22,80,31000,39500,31.593073529038755
948,22,80,31000,40000,28.407154164211214
949,22,80,31000,40500,57.05446633976857
950,22,80,31000,41000,104.10423883907688
951,22,80,31000,41500,160.23135976433713
952,22,80,31500,38000,527.5015417150911
953,22,80,31500,38500,282.29650611769665
954,22,80,31500,39000,134.62881845323489
955,22,80,31500,39500,66.62736532046851
956,22,80,31500,40000,52.9918858786988
957,22,80,31500,40500,72.36913743145999
958,22,80,31500,41000,110.38003828747726
959,22,80,31500,41500,157.65470091455973
960,22,120,29000,38000,1186.823326813257
961,22,120,29000,38500,844.3317816964005
962,22,120,29000,39000,567.7367986440256
963,22,120,29000,39500,371.79782508970567
964,22,120,29000,40000,256.9261857702517
965,22,120,29000,40500,211.85466060592006
966,22,120,29000,41000,220.09534855737033
967,22,120,29000,41500,265.02731793490034
968,22,120,29500,38000,1128.4568915685559
969,22,120,29500,38500,787.7709648712951
970,22,120,29500,39000,508.4832626962424
971,22,120,29500,39500,308.52654841064975
972,22,120,29500,40000,190.01030358402707
973,22,120,29500,40500,141.62663282114926
974,22,120,29500,41000,146.40704203984612
975,22,120,29500,41500,187.48734389188584
976,22,120,30000,38000,1094.7007205604846
977,22,120,30000,38500,757.7313528729464
978,22,120,30000,39000,471.282561364766
979,22,120,30000,39500,262.0412520036699
980,22,120,30000,40000,136.26956239282435
981,22,120,30000,40500,82.4268827471484
982,22,120,30000,41000,82.3695177584498
983,22,120,30000,41500,118.51210034475737
984,22,120,30500,38000,1111.0872182758205
985,22,120,30500,38500,787.2204655558988
986,22,120,30500,39000,481.85960605002055
987,22,120,30500,39500,250.28740868446397
988,22,120,30500,40000,109.21968920710272
989,22,120,30500,40500,45.51600269221681
990,22,120,30500,41000,38.172157811051115
991,22,120,30500,41500,67.73748641348168
992,22,120,31000,38000,1193.3958874354898
993,22,120,31000,38500,923.0731791194576
994,22,120,31000,39000,573.4457650536078
995,22,120,31000,39500,294.2980811757103
996,22,120,31000,40000,124.86249624679849
997,22,120,31000,40500,43.948524347749846
998,22,120,31000,41000,25.582084045731808
999,22,120,31000,41500,46.36268252714472
1000,22,120,31500,38000,1336.0993444856913
1001,22,120,31500,38500,1194.893001664831
1002,22,120,31500,39000,740.6584250286721
1003,22,120,31500,39500,397.18127104230757
1004,22,120,31500,40000,194.20390582893873
1005,22,120,31500,40500,88.22588964369922
1006,22,120,31500,41000,54.97797247760634
1007,22,120,31500,41500,64.88195101638016
